frame.time_epoch	frame.len	eth.src	eth.dst	ip.src	ip.dst	tcp.srcport	tcp.dstport	udp.srcport	udp.dstport	icmp.type	icmp.code	arp.opcode	arp.src.hw_mac	arp.src.proto_ipv4	arp.dst.hw_mac	arp.dst.proto_ipv4	ipv6.src	ipv6.dst
1736504537.493207000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.495537000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.505722000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.509761000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.512521000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.516640000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.519041000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.521381000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.523445000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.525571000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.527361000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.528937000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.530574000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.532201000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.533839000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.535630000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.537260000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.539083000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.540663000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.542308000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.543926000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.545721000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.547356000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.549016000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.550629000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.552276000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.554082000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.557182000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.558899000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.560515000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.564747000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.566442000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.568080000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.571390000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.576586000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.580331000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.582027000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.583662000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.585336000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.586988000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.590699000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.592288000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.593784000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.595288000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.596784000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.598280000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.599813000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.607353000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.608852000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.610336000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.612638000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.614129000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.615618000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.617343000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.618859000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.620382000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.621900000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.623440000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.624959000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.626659000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.628235000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.629792000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.631365000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.633128000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.635213000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.636727000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.638344000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.639871000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.641438000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.642995000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.644548000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.646118000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.647912000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.649503000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.650526000	58	b0:0a:d5:d3:d2:2b	68:3e:26:98:82:67	192.168.0.1	192.168.0.163	80	20											
1736504537.651122000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.652749000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.654704000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.656250000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.659098000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.662710000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.666229000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.669016000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.673017000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.678226000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.681262000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.685044000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.688718000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.692153000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.696326000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.699485000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.703849000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.719407000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.721143000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.722891000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.725495000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.727834000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.731713000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.734668000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.736783000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.739089000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.741419000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.744598000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.747251000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.750085000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.753130000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.755723000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.758302000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.762759000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.765438000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.771723000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.775479000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.781185000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.784326000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.787602000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.790682000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.793395000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.796128000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.798582000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.800831000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.803048000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.807052000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.809962000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.813006000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.816535000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.820081000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.823569000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.827403000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.830681000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.834064000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.838268000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.844346000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.848678000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.852808000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.856322000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.860143000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.865243000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.871238000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.873026000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.875795000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.878679000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.883706000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.886807000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.889711000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.892592000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.896583000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.899912000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.903186000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.906420000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.909882000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.912917000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.915965000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.920281000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.924775000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.929233000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.934499000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.936981000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.939291000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.941640000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.944441000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.946913000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.948983000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.951306000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.953553000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.956299000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.959106000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.961331000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.963307000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.968191000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.970033000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.974768000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.976560000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.978833000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.980746000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.985554000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.987517000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.989465000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.991359000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.993275000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.995137000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.997108000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504537.999236000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.001095000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.002970000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.004808000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.006697000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.009570000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.011951000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.013843000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.015691000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.017481000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.019330000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.021179000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.023188000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.025076000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.026830000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.028871000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.030648000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.032407000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.034157000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.036154000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.038178000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.039842000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.041637000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.043977000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.045715000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.047581000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.049291000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.050969000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.052622000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.054253000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.055884000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.059787000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.062420000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.064876000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.071017000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.077282000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.080998000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
1736504538.084534000	54	68:3e:26:98:82:67	b0:0a:d5:d3:d2:2b	192.168.0.163	192.168.0.1	20	80											
